p,a,y_emp,y_pred,type
0.4,1.4494949494949496,,0.00011165880416769128,pred_curve
0.4,1.4696969696969697,,0.0001131531313151661,pred_curve
0.4,1.48989898989899,,0.00011464582549855678,pred_curve
0.4,1.5101010101010102,,0.00011613688939309627,pred_curve
0.4,1.5303030303030305,,0.0001176263256681771,pred_curve
0.4,1.5505050505050506,,0.00011911413698736715,pred_curve
0.4,1.5707070707070707,,0.00012060032600842584,pred_curve
0.4,1.590909090909091,,0.00012208489538331952,pred_curve
0.4,1.6111111111111112,,0.0001235678477582376,pred_curve
0.4,1.6313131313131315,,0.00012504918577360815,pred_curve
0.4,1.6515151515151516,,0.00012652891206411346,pred_curve
0.4,1.6717171717171717,,0.00012800702925870583,pred_curve
0.4,1.691919191919192,,0.0001294835399806232,pred_curve
0.4,1.7121212121212122,,0.00013095844684740427,pred_curve
0.4,1.7323232323232325,,0.0001324317524709045,pred_curve
0.4,1.7525252525252526,,0.0001339034594573111,pred_curve
0.4,1.772727272727273,,0.00013537357040715865,pred_curve
0.4,1.792929292929293,,0.00013684208791534425,pred_curve
0.4,1.8131313131313131,,0.00013830901457114296,pred_curve
0.4,1.8333333333333335,,0.0001397743529582229,pred_curve
0.4,1.8535353535353536,,0.00014123810565466047,pred_curve
0.4,1.873737373737374,,0.00014270027523295535,pred_curve
0.4,1.893939393939394,,0.00014416086426004577,pred_curve
0.4,1.9141414141414144,,0.0001456198752973234,pred_curve
0.4,1.9343434343434345,,0.00014707731090064829,pred_curve
0.4,1.9545454545454546,,0.0001485331736203639,pred_curve
0.4,1.974747474747475,,0.000149987466001312,pred_curve
0.4,1.994949494949495,,0.00015144019058284727,pred_curve
0.4,2.0151515151515156,,0.00015289134989885243,pred_curve
0.4,2.0353535353535355,,0.00015434094647775263,pred_curve
0.4,2.0555555555555554,,0.00015578898284253028,pred_curve
0.4,2.075757575757576,,0.00015723546151073987,pred_curve
0.4,2.095959595959596,,0.00015868038499452218,pred_curve
0.4,2.1161616161616164,,0.0001601237558006191,pred_curve
0.4,2.1363636363636367,,0.00016156557643038808,pred_curve
0.4,2.1565656565656566,,0.00016300584937981656,pred_curve
0.4,2.176767676767677,,0.0001644445771395363,pred_curve
0.4,2.1969696969696972,,0.00016588176219483786,pred_curve
0.4,2.217171717171717,,0.0001673174070256848,pred_curve
0.4,2.2373737373737375,,0.00016875151410672803,pred_curve
0.4,2.257575757575758,,0.00017018408590732003,pred_curve
0.4,2.2777777777777777,,0.00017161512489152888,pred_curve
0.4,2.2979797979797985,,0.00017304463351815262,pred_curve
0.4,2.3181818181818183,,0.00017447261424073307,pred_curve
0.4,2.3383838383838382,,0.00017589906950757022,pred_curve
0.4,2.358585858585859,,0.00017732400176173578,pred_curve
0.4,2.378787878787879,,0.00017874741344108745,pred_curve
0.4,2.3989898989898992,,0.00018016930697828276,pred_curve
0.4,2.4191919191919196,,0.00018158968480079285,pred_curve
0.4,2.4393939393939394,,0.0001830085493309163,pred_curve
0.4,2.45959595959596,,0.000184425902985793,pred_curve
0.4,2.47979797979798,,0.0001858417481774178,pred_curve
0.4,2.5,,0.00018725608731265416,pred_curve
0.5,0.5,4.833230726754925e-05,4.247738281645728e-05,observed
0.5,0.7,6.1687657061471e-05,5.943072713663929e-05,observed
0.5,0.9,7.664638525921014e-05,7.636264183169494e-05,observed
0.5,1.1,9.08243511056709e-05,9.327316750766339e-05,observed
0.5,1.3,0.0001078000397662,0.00011016234466805845,observed
0.5,1.5,0.0001237186241784,0.00012703021371419202,observed
0.5,1.7,0.0001416124790081,0.0001438768149454962,observed
0.5,1.9,0.0001595505314547,0.00016070218855984407,observed
0.5,2.1,0.0001762808372902,0.0001775063746538698,observed
