model,metric,time,mean,ci_low,ci_high
von_mises oscillatory 2.0,S0,23.0,608.05,605.6641945433946,610.4358054566053
von_mises oscillatory 2.0,S0,24.0,607.01,604.6393491840187,609.3806508159813
von_mises oscillatory 2.0,S0,25.0,606.12,603.7561050952278,608.4838949047722
von_mises oscillatory 2.0,S0,26.0,605.47,603.1072257049619,607.8327742950381
von_mises oscillatory 2.0,S0,27.0,604.53,602.1407684372999,606.9192315627
von_mises oscillatory 2.0,S0,28.0,603.75,601.3513799674383,606.1486200325617
von_mises oscillatory 2.0,S0,29.0,603.05,600.6280359668694,605.4719640331305
von_mises oscillatory 2.0,S0,30.0,602.28,599.857602617991,604.7023973820089
von_mises oscillatory 2.0,S0,31.0,601.52,599.0906603812076,603.9493396187924
von_mises oscillatory 2.0,S0,32.0,600.92,598.477406929784,603.3625930702159
von_mises oscillatory 2.0,S0,33.0,600.0,597.5935264410555,602.4064735589445
von_mises oscillatory 2.0,S0,34.0,599.11,596.7116194086404,601.5083805913596
von_mises oscillatory 2.0,S0,35.0,598.24,595.8937616699461,600.5862383300539
von_mises oscillatory 2.0,S0,36.0,597.34,595.0011993943195,599.6788006056805
von_mises oscillatory 2.0,S0,37.0,596.71,594.3745075758997,599.0454924241004
von_mises oscillatory 2.0,S0,38.0,596.04,593.7022448879234,598.3777551120766
von_mises oscillatory 2.0,S0,39.0,595.16,592.828927174978,597.4910728250219
von_mises oscillatory 2.0,S0,40.0,594.29,591.959164398675,596.620835601325
von_mises oscillatory 2.0,S0,41.0,593.47,591.1529967487587,595.7870032512413
von_mises oscillatory 2.0,S0,42.0,592.6,590.2891101193687,594.9108898806313
von_mises oscillatory 2.0,S0,43.0,591.87,589.5426031080787,594.1973968919214
von_mises oscillatory 2.0,S0,44.0,591.22,588.8922821803146,593.5477178196854
von_mises oscillatory 2.0,S0,45.0,590.49,588.1681383648182,592.8118616351818
von_mises oscillatory 2.0,S0,46.0,589.8,587.475381608378,592.1246183916219
von_mises oscillatory 2.0,S0,47.0,589.21,586.9032622680417,591.5167377319584
von_mises oscillatory 2.0,S0,48.0,588.58,586.2935573443059,590.8664426556942
von_mises oscillatory 2.0,S0,49.0,587.94,585.6855791170291,590.194420882971
von_mises oscillatory 2.0,S0,50.0,587.31,585.0399912200587,589.5800087799412
von_mises oscillatory 2.0,S0,51.0,586.5,584.2184299221365,588.7815700778635
von_mises oscillatory 2.0,S0,52.0,585.87,583.5743308122036,588.1656691877964
von_mises oscillatory 2.0,S0,53.0,585.12,582.8333706669714,587.4066293330286
von_mises oscillatory 2.0,S0,54.0,584.57,582.2696702736127,586.8703297263874
von_mises oscillatory 2.0,S0,55.0,583.79,581.4979441687128,586.0820558312871
von_mises oscillatory 2.0,S0,56.0,582.98,580.66508694371,585.29491305629
von_mises oscillatory 2.0,S0,57.0,582.31,580.0111147052573,584.6088852947425
von_mises oscillatory 2.0,S0,58.0,581.67,579.3323884723629,584.007611527637
von_mises oscillatory 2.0,S0,59.0,581.04,578.7163967431263,583.3636032568736
von_mises oscillatory 2.0,S0,60.0,580.42,578.1062270835955,582.7337729164044
von_mises oscillatory 2.0,S0,61.0,579.89,577.5608964471282,582.2191035528717
von_mises oscillatory 2.0,S0,62.0,579.29,576.9513528700584,581.6286471299416
von_mises oscillatory 2.0,S0,63.0,578.69,576.3354120130514,581.0445879869487
von_mises oscillatory 2.0,S0,64.0,578.02,575.6114343440986,580.4285656559014
von_mises oscillatory 2.0,S0,65.0,577.44,575.0320240734114,579.8479759265887
von_mises oscillatory 2.0,S0,66.0,576.72,574.2875316718871,579.152468328113
von_mises oscillatory 2.0,S0,67.0,576.26,573.8063211297352,578.7136788702647
von_mises oscillatory 2.0,S0,68.0,575.51,573.0809774675746,577.9390225324254
von_mises oscillatory 2.0,S0,69.0,574.77,572.3350164595997,577.2049835404002
von_mises oscillatory 2.0,S0,70.0,574.22,571.8137554249097,576.6262445750904
von_mises oscillatory 2.0,S0,71.0,573.51,571.1015124829894,575.9184875170106
von_mises oscillatory 2.0,S0,72.0,572.76,570.3820559515889,575.1379440484111
von_mises oscillatory 2.0,S0,73.0,572.0,569.627466733424,574.372533266576
von_mises oscillatory 2.0,S0,74.0,571.24,568.8684286336147,573.6115713663853
von_mises oscillatory 2.0,S0,75.0,570.43,568.041775605352,572.8182243946479
von_mises oscillatory 2.0,S0,76.0,569.92,567.5053681926114,572.3346318073885
von_mises oscillatory 2.0,S0,77.0,569.32,566.899076801522,571.7409231984781
von_mises oscillatory 2.0,S0,78.0,568.67,566.2192588757313,571.1207411242686
von_mises oscillatory 2.0,S0,79.0,567.91,565.4789654298608,570.3410345701392
von_mises oscillatory 2.0,S0,80.0,567.26,564.8445744465116,569.6754255534884
von_mises oscillatory 2.0,S0,81.0,566.7,564.2746537391852,569.1253462608149
von_mises oscillatory 2.0,S0,82.0,565.91,563.5039949137312,568.3160050862688
von_mises oscillatory 2.0,S0,83.0,565.27,562.8860689553054,567.6539310446946
von_mises oscillatory 2.0,S0,84.0,564.7,562.3391899010653,567.0608100989348
von_mises oscillatory 2.0,S0,85.0,564.17,561.8227802955389,566.517219704461
von_mises oscillatory 2.0,S0,86.0,563.68,561.3342975892931,566.0257024107068
von_mises oscillatory 2.0,S0,87.0,563.19,560.8334352209245,565.5465647790757
von_mises oscillatory 2.0,S0,88.0,562.56,560.1586402289746,564.9613597710253
von_mises oscillatory 2.0,S0,89.0,561.99,559.5718649814204,564.4081350185796
von_mises oscillatory 2.0,S0,90.0,561.37,558.9515183890246,563.7884816109754
von_mises oscillatory 2.0,S0,91.0,560.97,558.5678105976322,563.3721894023679
von_mises oscillatory 2.0,S0,92.0,560.34,557.9486961440007,562.7313038559994
von_mises oscillatory 2.0,S0,93.0,559.58,557.2151367909379,561.9448632090622
von_mises oscillatory 2.0,S0,94.0,558.77,556.3742159686548,561.1657840313452
von_mises oscillatory 2.0,S0,95.0,557.96,555.596000039652,560.323999960348
von_mises oscillatory 2.0,S0,96.0,557.35,554.985268883673,559.714731116327
von_mises oscillatory 2.0,S0,97.0,556.66,554.3265146910098,558.9934853089901
von_mises oscillatory 2.0,S0,98.0,555.98,553.6460557696673,558.3139442303327
von_mises oscillatory 2.0,S0,99.0,555.37,553.0426031080787,557.6973968919214
von_mises oscillatory 2.0,S0,100.0,554.8,552.4534507605138,557.1465492394861
von_mises oscillatory 2.0,S0,101.0,554.13,551.8094489922878,556.4505510077122
von_mises oscillatory 2.0,S0,102.0,553.6,551.2912940876113,555.9087059123888
von_mises oscillatory 2.0,S0,103.0,552.83,550.5201086086139,555.1398913913862
von_mises oscillatory 2.0,S0,104.0,552.14,549.8351597337496,554.4448402662504
von_mises oscillatory 2.0,S0,105.0,551.37,549.0711214570683,553.6688785429317
von_mises oscillatory 2.0,S0,106.0,550.64,548.3518031786288,552.9281968213712
von_mises oscillatory 2.0,S0,107.0,549.87,547.5912966540179,552.1487033459821
von_mises oscillatory 2.0,S0,108.0,549.25,547.0025514623705,551.4974485376295
von_mises oscillatory 2.0,S0,109.0,548.71,546.493161570929,550.926838429071
von_mises oscillatory 2.0,S0,110.0,548.13,545.9029695339835,550.3570304660165
von_mises oscillatory 2.0,S0,111.0,547.48,545.2505619511327,549.7094380488674
von_mises oscillatory 2.0,S0,112.0,546.78,544.5415121568706,549.0184878431294
von_mises oscillatory 2.0,S0,113.0,546.1,543.8343022035032,548.3656977964969
von_mises oscillatory 2.0,S0,114.0,545.29,543.0353252481194,547.5446747518805
von_mises oscillatory 2.0,S0,115.0,544.72,542.4357816743595,547.0042183256405
von_mises oscillatory 2.0,S0,116.0,544.18,541.9001517413599,546.45984825864
von_mises oscillatory 2.0,S0,117.0,543.52,541.2404751528248,545.7995248471751
von_mises oscillatory 2.0,S0,118.0,542.89,540.5779526134667,545.2020473865333
von_mises oscillatory 2.0,S0,119.0,542.28,539.9835829696299,544.5764170303701
von_mises oscillatory 2.0,S0,120.0,541.58,539.2894878395496,543.8705121604505
von_mises oscillatory 2.0,S0,121.0,541.06,538.7583944948332,543.3616055051667
von_mises oscillatory 2.0,S0,122.0,540.76,538.4735675271443,543.0464324728557
von_mises oscillatory 2.0,S0,123.0,540.22,537.925019718929,542.5149802810711
von_mises oscillatory 2.0,S0,124.0,539.65,537.3449316187097,541.9550683812903
von_mises oscillatory 2.0,S0,125.0,539.15,536.8283255520155,541.4716744479845
von_mises oscillatory 2.0,S0,126.0,538.48,536.1619879307624,540.7980120692376
von_mises oscillatory 2.0,S0,127.0,537.88,535.5239976141735,540.2360023858265
von_mises oscillatory 2.0,S0,128.0,537.33,534.9590938488896,539.7009061511105
von_mises oscillatory 2.0,S0,129.0,536.7,534.3380396089501,539.06196039105
von_mises oscillatory 2.0,S0,130.0,536.14,533.7717197121927,538.5082802878072
von_mises oscillatory 2.0,S0,131.0,535.74,533.3911995499959,538.0888004500041
von_mises oscillatory 2.0,S0,132.0,535.1,532.7368898767629,537.4631101232371
von_mises oscillatory 2.0,S0,133.0,534.61,532.2435432345749,536.9764567654252
von_mises oscillatory 2.0,S0,134.0,534.23,531.8548749796648,536.6051250203352
von_mises oscillatory 2.0,S0,135.0,533.55,531.1767512868337,535.9232487131662
von_mises oscillatory 2.0,S0,136.0,532.86,530.4517501374642,535.2682498625359
von_mises oscillatory 2.0,S0,137.0,532.33,529.8879828801302,534.7720171198699
von_mises oscillatory 2.0,S0,138.0,531.6,529.1677039653858,534.0322960346142
von_mises oscillatory 2.0,S0,139.0,531.09,528.6508384222393,533.5291615777608
von_mises oscillatory 2.0,S0,140.0,530.4,527.9598991906898,532.8401008093101
von_mises oscillatory 2.0,S0,141.0,529.76,527.3109908912899,532.2090091087101
von_mises oscillatory 2.0,S0,142.0,529.17,526.7429655919666,531.5970344080333
