time_min,total_area_um2,volume_counts_um3,volume_from_area_um3
2.900000000000000000e+02,3.859273055661138869e+02,1.929000000000000000e+03,1.928999999999999773e+03
2.910000000000000000e+02,3.864222250065549815e+02,1.933000000000000000e+03,1.932999999999999545e+03
2.920000000000000000e+02,3.873325720399696479e+02,1.939000000000000000e+03,1.938999999999999545e+03
2.930000000000000000e+02,3.879552054158519354e+02,1.944000000000000000e+03,1.943999999999999545e+03
2.940000000000000000e+02,3.885769898387854937e+02,1.949000000000000000e+03,1.948999999999999318e+03
2.950000000000000000e+02,3.892536142378110640e+02,1.954000000000000000e+03,1.953999999999999545e+03
2.960000000000000000e+02,3.901030692149774950e+02,1.960000000000000000e+03,1.959999999999999545e+03
2.970000000000000000e+02,3.913353863719187871e+02,1.967000000000000000e+03,1.966999999999999545e+03
2.980000000000000000e+02,3.923705861542740649e+02,1.974000000000000000e+03,1.973999999999999545e+03
2.990000000000000000e+02,3.928601734451189600e+02,1.978000000000000000e+03,1.977999999999999545e+03
3.000000000000000000e+02,3.941256959877021018e+02,1.986000000000000000e+03,1.985999999999999545e+03
3.010000000000000000e+02,3.949896456956734596e+02,1.992000000000000000e+03,1.991999999999999773e+03
