parameter,variant_a,variant_b,overlap,js_divergence
prolif_rate,isotropic_lognorm,isotropic_gamma,0.5977999999999999,0.20034502590173311
prolif_rate,isotropic_lognorm,isotropic_weibull,0.6245999999999999,0.17773554563961452
prolif_rate,isotropic_lognorm,persistent_constant,0.3124,0.5452514787048507
prolif_rate,isotropic_lognorm,persistent_lognorm,0.5391999999999999,0.2670659597059129
prolif_rate,isotropic_lognorm,persistent_gamma,0.5364000000000001,0.2548460979384189
prolif_rate,isotropic_lognorm,persistent_weibull,0.5855999999999999,0.21834902719832716
prolif_rate,isotropic_gamma,isotropic_weibull,0.5632000000000003,0.20617336878582637
prolif_rate,isotropic_gamma,persistent_constant,0.20100000000000018,0.6675505655951598
prolif_rate,isotropic_gamma,persistent_lognorm,0.5628,0.24632757112024792
prolif_rate,isotropic_gamma,persistent_gamma,0.5838000000000001,0.20926353503747602
prolif_rate,isotropic_gamma,persistent_weibull,0.6363999999999996,0.16608628989556165
prolif_rate,isotropic_weibull,persistent_constant,0.44519999999999993,0.36377363416600295
prolif_rate,isotropic_weibull,persistent_lognorm,0.5342,0.2912075904135435
prolif_rate,isotropic_weibull,persistent_gamma,0.4948000000000002,0.32671448152751326
prolif_rate,isotropic_weibull,persistent_weibull,0.5296000000000001,0.27858776173266797
prolif_rate,persistent_constant,persistent_lognorm,0.14319999999999994,0.7785112492231936
prolif_rate,persistent_constant,persistent_gamma,0.11640000000000007,0.8012335545452021
prolif_rate,persistent_constant,persistent_weibull,0.2057999999999997,0.705003568284401
prolif_rate,persistent_lognorm,persistent_gamma,0.6023999999999999,0.1879766119630068
prolif_rate,persistent_lognorm,persistent_weibull,0.6079999999999999,0.1921806551117311
prolif_rate,persistent_gamma,persistent_weibull,0.577,0.2216855465097925
speed_meanlog,isotropic_lognorm,persistent_lognorm,0.4024000000000001,0.4248887277512511
speed_scale,isotropic_gamma,isotropic_weibull,0.3861999999999995,0.4281017155363214
speed_scale,isotropic_gamma,persistent_gamma,0.44719999999999976,0.3660025814765825
speed_scale,isotropic_gamma,persistent_weibull,0.44200000000000017,0.405875173515888
speed_scale,isotropic_weibull,persistent_gamma,0.3007999999999999,0.571576501971789
speed_scale,isotropic_weibull,persistent_weibull,0.5382,0.2702011875050456
speed_scale,persistent_gamma,persistent_weibull,0.2657999999999999,0.5600367219303793
speed_sdlog,isotropic_lognorm,persistent_lognorm,0.6100000000000001,0.18919714453576703
speed_shape,isotropic_gamma,isotropic_weibull,0.3084000000000001,0.5537098012953416
speed_shape,isotropic_gamma,persistent_gamma,0.47400000000000003,0.33362432575710754
speed_shape,isotropic_gamma,persistent_weibull,0.5972000000000002,0.1990084686508279
speed_shape,isotropic_weibull,persistent_gamma,0.3968,0.411692531699908
speed_shape,isotropic_weibull,persistent_weibull,0.3572000000000001,0.4437976920017441
speed_shape,persistent_gamma,persistent_weibull,0.5193999999999999,0.26545317922353356
