scenario,mode,model,AIC,BIC,max_loglik,abm::movement_v2.phase2.speed_dist.params.a,abm::phenotypes.proliferative.prolif_rate,ode::b,ode::N_0,noise::sigma0,noise::sigma1,noise::sigma2,ode::p,ode::s
abm_123_singletons_phase1_to_2_fit71plus__a_0p9__prolif_rate_0p008,singletons_phase1_to_2_fit71plus,Cell_num_prolif_no_shed,980.2751062886202,994.0994968478452,-484.1375531443101,0.9,0.008,0.00017527436868176386,756.3128846322771,0.01134675580712687,0.05110683442412236,0.011193808979101586,0.009043539886471708,
abm_123_singletons_phase1_to_2_fit71plus__a_0p9__prolif_rate_0p008,singletons_phase1_to_2_fit71plus,Cell_num_prolif_cst_shed,644.677525395161,660.8059810475902,-315.3387626975805,0.9,0.008,0.0001900729684229371,774.6337272476309,0.005617345776904493,0.0023409973297094065,0.05043101032980201,0.008428755252582928,0.001417254976355478
abm_124_singletons_phase1_to_2_fit71plus__a_0p9__prolif_rate_0p009,singletons_phase1_to_2_fit71plus,no_prolif_no_shed,1799.5047654716975,1811.0250909377185,-894.7523827358488,0.9,0.009,0.0001974515105895927,2220.0698391935966,0.016569704561412116,0.1803301373886409,0.38946595924491506,,
abm_124_singletons_phase1_to_2_fit71plus__a_0p9__prolif_rate_0p009,singletons_phase1_to_2_fit71plus,Cell_num_prolif_no_shed,792.5879429161686,806.4123334753936,-390.2939714580843,0.9,0.009,0.00018045722489196835,770.1071303374539,0.0027741528559312514,0.004425297562791382,0.10377593855629232,0.009544227550890134,
abm_124_singletons_phase1_to_2_fit71plus__a_0p9__prolif_rate_0p009,singletons_phase1_to_2_fit71plus,Cell_num_prolif_cst_shed,794.5879607681327,810.7164164205619,-390.29398038406634,0.9,0.009,0.00018045727716545362,770.1085846844223,0.002774482131999613,0.004425875919206458,0.10378902879357318,0.009544202095160747,0.0
abm_125_singletons_phase1_to_2_fit71plus__a_0p9__prolif_rate_0p01,singletons_phase1_to_2_fit71plus,no_prolif_no_shed,1668.8465413275076,1680.3668667935285,-829.4232706637538,0.9,0.01,0.00020935945921929697,2839.724340937429,0.0023713155892026005,0.27958184211206266,0.5084878188527638,,
abm_125_singletons_phase1_to_2_fit71plus__a_0p9__prolif_rate_0p01,singletons_phase1_to_2_fit71plus,Cell_num_prolif_no_shed,1203.3985316940482,1217.2229222532733,-595.6992658470241,0.9,0.01,0.0001837132817785624,707.7318729743253,0.014383127839235007,0.007147682935801922,0.13935014482405003,0.0113791590743256,
abm_125_singletons_phase1_to_2_fit71plus__a_0p9__prolif_rate_0p01,singletons_phase1_to_2_fit71plus,Cell_num_prolif_cst_shed,1205.3985271589968,1221.526982811426,-595.6992635794984,0.9,0.01,0.00018371325182394959,707.7250480116585,0.014383070845836987,0.00714704118798411,0.1393524717489423,0.01137923784095352,0.0
abm_126_singletons_phase1_to_2_fit71plus__a_1p1__prolif_rate_0p004,singletons_phase1_to_2_fit71plus,no_prolif_no_shed,1263.8475984126612,1275.3679238786822,-626.9237992063306,1.1,0.004,0.0001692780851888332,1237.1650675698438,0.03651662119123119,0.049721707275004814,0.10883217075485406,,
abm_126_singletons_phase1_to_2_fit71plus__a_1p1__prolif_rate_0p004,singletons_phase1_to_2_fit71plus,Cell_num_prolif_no_shed,531.3601982321476,545.1845887913726,-259.6800991160738,1.1,0.004,0.0001639756902755555,922.9699111996548,0.030676421852006336,0.005786630564905155,0.007785155891388026,0.0027348375556138535,
abm_126_singletons_phase1_to_2_fit71plus__a_1p1__prolif_rate_0p004,singletons_phase1_to_2_fit71plus,Cell_num_prolif_cst_shed,502.7963903317733,518.9248459842025,-244.39819516588665,1.1,0.004,0.0001655604561838375,913.7078147734966,0.02847343225307728,0.005279053369285679,0.007478506395847565,0.0028059729232857255,0.00020308819284293257
abm_127_singletons_phase1_to_2_fit71plus__a_1p1__prolif_rate_0p005,singletons_phase1_to_2_fit71plus,no_prolif_no_shed,1429.6476270371263,1441.1679525031473,-709.8238135185632,1.1,0.005,0.00017416967513460632,1382.2062564061257,0.03323298179178875,0.07538506223689821,0.16621629067100344,,
abm_127_singletons_phase1_to_2_fit71plus__a_1p1__prolif_rate_0p005,singletons_phase1_to_2_fit71plus,Cell_num_prolif_no_shed,714.9504329380961,728.7748234973211,-351.47521646904806,1.1,0.005,0.00016621474654167476,879.1958609847636,0.024590400271156474,0.014314500965046602,0.00933091879944666,0.0042755890769012005,
abm_127_singletons_phase1_to_2_fit71plus__a_1p1__prolif_rate_0p005,singletons_phase1_to_2_fit71plus,Cell_num_prolif_cst_shed,546.6575312357695,562.7859868881987,-266.32876561788476,1.1,0.005,0.00017240683111202025,849.5258233619822,0.016844658644934833,0.006928493992903865,0.008905230040581677,0.004485038655978847,0.0007653297371897427
abm_128_singletons_phase1_to_2_fit71plus__a_1p1__prolif_rate_0p006,singletons_phase1_to_2_fit71plus,no_prolif_no_shed,1557.8768182597694,1569.3971437257903,-773.9384091298847,1.1,0.006,0.00018129218557196198,1543.5762280047868,0.03120193535918591,0.09788132151442294,0.21885559958800327,,
abm_128_singletons_phase1_to_2_fit71plus__a_1p1__prolif_rate_0p006,singletons_phase1_to_2_fit71plus,Cell_num_prolif_no_shed,745.284839903135,759.10923046236,-366.6424199515675,1.1,0.006,0.00017103048178373806,844.3469188995604,0.019657819607976135,0.02658433100168546,0.005206269063460705,0.0057633989645862254,
abm_128_singletons_phase1_to_2_fit71plus__a_1p1__prolif_rate_0p006,singletons_phase1_to_2_fit71plus,Cell_num_prolif_cst_shed,440.43051794684925,456.55897359927843,-213.21525897342462,1.1,0.006,0.00018291762475494664,785.6173532435245,0.006488849942244318,0.008556323683946215,0.006163490166928957,0.006207253009641191,0.0014357680023196634
abm_129_singletons_phase1_to_2_fit71plus__a_1p1__prolif_rate_0p007,singletons_phase1_to_2_fit71plus,no_prolif_no_shed,1643.6902084889307,1655.2105339549516,-816.8451042444653,1.1,0.007,0.0001862227542621511,1733.4288900409183,0.0221969456666449,0.12925403475863928,0.2874503545473934,,
abm_129_singletons_phase1_to_2_fit71plus__a_1p1__prolif_rate_0p007,singletons_phase1_to_2_fit71plus,Cell_num_prolif_no_shed,737.6980067099273,751.5223972691523,-362.84900335496366,1.1,0.007,0.00017401040082550784,825.6627836479971,0.009019148477560893,0.003291437089149018,0.06017109225724656,0.006831179871311629,
abm_129_singletons_phase1_to_2_fit71plus__a_1p1__prolif_rate_0p007,singletons_phase1_to_2_fit71plus,Cell_num_prolif_cst_shed,536.744209798386,552.8726654508152,-261.372104899193,1.1,0.007,0.00018066445269879374,786.6131008654245,0.004357600686200954,0.0028751915983572323,0.03617183582807656,0.007300851516410262,0.0007854031085335623
abm_130_singletons_phase1_to_2_fit71plus__a_1p1__prolif_rate_0p008,singletons_phase1_to_2_fit71plus,no_prolif_no_shed,1713.6726138188023,1725.1929392848233,-851.8363069094012,1.1,0.008,0.0001929105251161638,1942.704910005321,0.01741004967989885,0.15514908471674552,0.34268563391137585,,
abm_130_singletons_phase1_to_2_fit71plus__a_1p1__prolif_rate_0p008,singletons_phase1_to_2_fit71plus,Cell_num_prolif_no_shed,567.0384123300578,580.8628028892828,-277.5192061650289,1.1,0.008,0.00017818477957144143,786.1486946577319,0.0019112229318226535,0.0025295181336840917,0.08155319435773054,0.008270682918770388,
abm_130_singletons_phase1_to_2_fit71plus__a_1p1__prolif_rate_0p008,singletons_phase1_to_2_fit71plus,Cell_num_prolif_cst_shed,561.1769494833297,577.305405135759,-273.58847474166487,1.1,0.008,0.00017862390915539923,784.2980864412426,0.0018179936781843767,0.0025657814323398584,0.08015814301906135,0.008293955126763225,4.741107280940846e-05
abm_131_singletons_phase1_to_2_fit71plus__a_1p1__prolif_rate_0p009,singletons_phase1_to_2_fit71plus,no_prolif_no_shed,1626.7438218241741,1638.264147290195,-808.3719109120871,1.1,0.009,0.0002071868552530297,2785.7695344491312,0.0018190140787919375,0.3342886336923007,0.5880540872769323,,
abm_131_singletons_phase1_to_2_fit71plus__a_1p1__prolif_rate_0p009,singletons_phase1_to_2_fit71plus,Cell_num_prolif_no_shed,1010.8866444256455,1024.7110349848706,-499.44332221282275,1.1,0.009,0.00018217839582367144,735.4098578104272,0.009340546865654114,0.005627278305650237,0.10464784501619691,0.00994885817713825,
abm_131_singletons_phase1_to_2_fit71plus__a_1p1__prolif_rate_0p009,singletons_phase1_to_2_fit71plus,Cell_num_prolif_cst_shed,1012.8866418929579,1029.015097545387,-499.44332094647893,1.1,0.009,0.00018217823502602316,735.4046945765865,0.009340753222537123,0.005626990536727008,0.1046469138041696,0.009948924408237839,0.0
abm_132_singletons_phase1_to_2_fit71plus__a_1p1__prolif_rate_0p01,singletons_phase1_to_2_fit71plus,no_prolif_no_shed,1632.4020290275773,1643.9223544935983,-811.2010145137887,1.1,0.01,0.00020924241569329836,2448.790728103958,0.0025655144745338463,0.21096681171001347,0.46694634999516305,,
abm_132_singletons_phase1_to_2_fit71plus__a_1p1__prolif_rate_0p01,singletons_phase1_to_2_fit71plus,Cell_num_prolif_no_shed,1354.4048243825605,1368.2292149417856,-671.2024121912802,1.1,0.01,0.00018711866395050393,674.2092770657998,0.0234675107780989,0.010875681353393785,0.14931365286307546,0.01185199365366208,
abm_132_singletons_phase1_to_2_fit71plus__a_1p1__prolif_rate_0p01,singletons_phase1_to_2_fit71plus,Cell_num_prolif_cst_shed,1356.404821751127,1372.5332774035562,-671.2024108755635,1.1,0.01,0.00018711890874977457,674.2084093713783,0.023465442076930704,0.010876030704180221,0.14931226162003425,0.011851993043864468,0.0
abm_133_singletons_phase1_to_2_fit71plus__a_1p3__prolif_rate_0p004,singletons_phase1_to_2_fit71plus,no_prolif_no_shed,1273.2130109316477,1284.7333363976686,-631.6065054658238,1.3,0.004,0.00016990196050889112,1237.8056641317805,0.03203341324501027,0.055168887994345495,0.11812461701696376,,
abm_133_singletons_phase1_to_2_fit71plus__a_1p3__prolif_rate_0p004,singletons_phase1_to_2_fit71plus,Cell_num_prolif_no_shed,442.80369738921576,456.6280879484408,-215.40184869460788,1.3,0.004,0.0001640320697454331,898.8653697981479,0.025579107049378273,0.004353129692277114,0.006765668566836784,0.002985349173255733,
abm_133_singletons_phase1_to_2_fit71plus__a_1p3__prolif_rate_0p004,singletons_phase1_to_2_fit71plus,Cell_num_prolif_cst_shed,542.5209256530832,558.6493813055124,-264.2604628265416,1.3,0.004,0.00018379891493979894,805.0690006890333,0.0042646191738475595,0.0037039056321511972,0.09231327595764423,0.004042744569995064,0.0025613973000149356
abm_134_singletons_phase1_to_2_fit71plus__a_1p3__prolif_rate_0p005,singletons_phase1_to_2_fit71plus,no_prolif_no_shed,1423.800649647024,1435.320975113045,-706.900324823512,1.3,0.005,0.00017675097083132943,1391.3887549859792,0.02842329076065741,0.07944528341118823,0.16925252448222694,,
abm_134_singletons_phase1_to_2_fit71plus__a_1p3__prolif_rate_0p005,singletons_phase1_to_2_fit71plus,Cell_num_prolif_no_shed,625.7455583537849,639.5699489130099,-306.87277917689244,1.3,0.005,0.00016888930297468216,887.1956333295518,0.019822145618348837,0.003391274622317177,0.025529725502828414,0.004156554058790566,
abm_134_singletons_phase1_to_2_fit71plus__a_1p3__prolif_rate_0p005,singletons_phase1_to_2_fit71plus,Cell_num_prolif_cst_shed,319.2152792326224,335.34373488505156,-152.6076396163112,1.3,0.005,0.0001742977493082424,847.4993339156086,0.012124947872430604,0.003560530614072766,0.004943827037136598,0.004579854952105611,0.0006934919087646404
abm_135_singletons_phase1_to_2_fit71plus__a_1p3__prolif_rate_0p006,singletons_phase1_to_2_fit71plus,no_prolif_no_shed,1544.2834701943134,1555.8037956603343,-767.1417350971567,1.3,0.006,0.00018372730067052806,1542.2744098928733,0.026014595143108308,0.10289973055399428,0.22394863804402962,,
abm_135_singletons_phase1_to_2_fit71plus__a_1p3__prolif_rate_0p006,singletons_phase1_to_2_fit71plus,Cell_num_prolif_no_shed,685.81954885688,699.643939416105,-336.90977442844,1.3,0.006,0.00017384440748819516,860.2255835820885,0.015282640501351547,0.003235467975429891,0.03619969151885073,0.005398132144050516,
abm_135_singletons_phase1_to_2_fit71plus__a_1p3__prolif_rate_0p006,singletons_phase1_to_2_fit71plus,Cell_num_prolif_cst_shed,372.3870364922943,388.5154921447235,-179.19351824614716,1.3,0.006,0.0001832149444810437,803.9225354456808,0.00436374755560003,0.002943172027569262,0.01653937726682473,0.006040512537130773,0.0011295593852430556
abm_136_singletons_phase1_to_2_fit71plus__a_1p3__prolif_rate_0p007,singletons_phase1_to_2_fit71plus,no_prolif_no_shed,1645.1957827427884,1656.7161082088094,-817.5978913713942,1.3,0.007,0.0001865787936641685,1726.5605162000954,0.023621261832788887,0.12671066361947322,0.28061590821397053,,
abm_136_singletons_phase1_to_2_fit71plus__a_1p3__prolif_rate_0p007,singletons_phase1_to_2_fit71plus,Cell_num_prolif_no_shed,630.4216188097146,644.2460093689396,-309.2108094048573,1.3,0.007,0.0001747222948168299,836.6672392820639,0.0101151216860457,0.0015126752485096534,0.05700580202041015,0.006682471494009434,
abm_136_singletons_phase1_to_2_fit71plus__a_1p3__prolif_rate_0p007,singletons_phase1_to_2_fit71plus,Cell_num_prolif_cst_shed,316.563042553097,332.69149820552616,-151.2815212765485,1.3,0.007,0.0001818881148494243,793.7343237219267,0.0016056789970216089,0.0018752775058120852,0.034274840285249866,0.007193161454728186,0.0008444787948894465
abm_137_singletons_phase1_to_2_fit71plus__a_1p3__prolif_rate_0p008,singletons_phase1_to_2_fit71plus,no_prolif_no_shed,1676.309651999462,1687.829977465483,-833.154825999731,1.3,0.008,0.00019510454490337192,1957.9715571892684,0.012463599210323728,0.16101617130585028,0.35074379802868383,,
abm_137_singletons_phase1_to_2_fit71plus__a_1p3__prolif_rate_0p008,singletons_phase1_to_2_fit71plus,Cell_num_prolif_no_shed,770.6361374481951,784.4605280074201,-379.31806872409754,1.3,0.008,0.00017958990438560944,766.2882510842473,0.005267047131349399,0.003431447781066135,0.08453897263403354,0.00851558867738783,
abm_137_singletons_phase1_to_2_fit71plus__a_1p3__prolif_rate_0p008,singletons_phase1_to_2_fit71plus,Cell_num_prolif_cst_shed,772.6361361084395,788.7645917608687,-379.31806805421974,1.3,0.008,0.00017958994700149398,766.2867712524605,0.005265371438407025,0.003431346720015172,0.08453788410699443,0.00851560031828351,0.0
abm_138_singletons_phase1_to_2_fit71plus__a_1p3__prolif_rate_0p009,singletons_phase1_to_2_fit71plus,no_prolif_no_shed,1542.0114620424192,1553.5317875084402,-766.0057310212096,1.3,0.009,0.00020362262729000294,2119.3274222071263,0.0024003902681060995,0.19060224500718814,0.42976372778788813,,
abm_138_singletons_phase1_to_2_fit71plus__a_1p3__prolif_rate_0p009,singletons_phase1_to_2_fit71plus,Cell_num_prolif_no_shed,1204.4102712981708,1218.2346618573958,-596.2051356490854,1.3,0.009,0.00018431332017783818,682.9734705054622,0.02252350151022746,0.00823001671621225,0.10693688529870725,0.010643976189761862,
abm_138_singletons_phase1_to_2_fit71plus__a_1p3__prolif_rate_0p009,singletons_phase1_to_2_fit71plus,Cell_num_prolif_cst_shed,1206.4102718754807,1222.53872752791,-596.2051359377404,1.3,0.009,0.00018431340575213496,682.9684025550209,0.022522735197618222,0.00823025723220232,0.1069342517679803,0.01064401757934214,0.0
abm_139_singletons_phase1_to_2_fit71plus__a_1p3__prolif_rate_0p01,singletons_phase1_to_2_fit71plus,no_prolif_no_shed,1723.5023225777088,1735.0226480437298,-856.7511612888544,1.3,0.01,0.00020346855697776794,1911.3839371638655,0.0024567510403884136,0.2924790143784967,0.6614823382207766,,
abm_139_singletons_phase1_to_2_fit71plus__a_1p3__prolif_rate_0p01,singletons_phase1_to_2_fit71plus,Cell_num_prolif_no_shed,1417.8520040586686,1431.6763946178937,-702.9260020293343,1.3,0.01,0.00018517080627584615,627.6430467855918,0.034579646629525736,0.011712940182225658,0.14681351445395435,0.012487478988518347,
abm_139_singletons_phase1_to_2_fit71plus__a_1p3__prolif_rate_0p01,singletons_phase1_to_2_fit71plus,Cell_num_prolif_cst_shed,1419.8519946893641,1435.9804503417934,-702.9259973446821,1.3,0.01,0.00018517113554986789,627.646114871876,0.03457610149199109,0.0117129775812571,0.1468045482274788,0.012487440954929834,0.0
abm_140_singletons_phase1_to_2_fit71plus__a_1p5__prolif_rate_0p004,singletons_phase1_to_2_fit71plus,no_prolif_no_shed,1278.3693161649046,1289.8896416309256,-634.1846580824523,1.5,0.004,0.00017356899591458707,1244.1351961311157,0.02500386554836793,0.062038770811342174,0.13133516757665006,,
abm_140_singletons_phase1_to_2_fit71plus__a_1p5__prolif_rate_0p004,singletons_phase1_to_2_fit71plus,Cell_num_prolif_no_shed,568.8208736937706,582.6452642529956,-278.4104368468853,1.5,0.004,0.00016700964310236978,873.9677175243476,0.018076691184423524,0.005204401066300246,0.01768389915277927,0.003275996151234005,
abm_140_singletons_phase1_to_2_fit71plus__a_1p5__prolif_rate_0p004,singletons_phase1_to_2_fit71plus,Cell_num_prolif_cst_shed,401.3091538024671,417.4376094548963,-193.65457690123355,1.5,0.004,0.0001714996198226679,847.181006501599,0.012114570493711282,0.004581273655412644,0.009535721889630177,0.003544543646413637,0.0005733990900885963
abm_141_singletons_phase1_to_2_fit71plus__a_1p5__prolif_rate_0p005,singletons_phase1_to_2_fit71plus,no_prolif_no_shed,1413.580638487299,1425.10096395332,-701.7903192436495,1.5,0.005,0.0001809811259990815,1383.4803182253359,0.02161803265168359,0.0861400199596028,0.1865279456243993,,
abm_141_singletons_phase1_to_2_fit71plus__a_1p5__prolif_rate_0p005,singletons_phase1_to_2_fit71plus,Cell_num_prolif_no_shed,512.6807625483489,526.5051531075738,-250.3403812741744,1.5,0.005,0.00017163888482555291,827.0052155854319,0.011661124679540034,0.010997309143136246,0.006070446831107537,0.004850481086724192,
abm_141_singletons_phase1_to_2_fit71plus__a_1p5__prolif_rate_0p005,singletons_phase1_to_2_fit71plus,Cell_num_prolif_cst_shed,316.65729252893726,332.78574818136644,-151.32864626446863,1.5,0.005,0.0001768748052605916,806.2840263175394,0.005707580388204975,0.005025966810250555,0.007120307627041054,0.004999076096077641,0.0006154773765340487
abm_142_singletons_phase1_to_2_fit71plus__a_1p5__prolif_rate_0p006,singletons_phase1_to_2_fit71plus,no_prolif_no_shed,1524.7316546361155,1536.2519801021365,-757.3658273180578,1.5,0.006,0.00018438074092163174,1540.5625455403995,0.02090311678349963,0.10704843831960976,0.23437293371136497,,
abm_142_singletons_phase1_to_2_fit71plus__a_1p5__prolif_rate_0p006,singletons_phase1_to_2_fit71plus,Cell_num_prolif_no_shed,645.125897680344,658.950288239569,-316.562948840172,1.5,0.006,0.00017294510842674716,802.6802948719114,0.008014471852480927,0.013624409058168073,0.012432030870897061,0.006142554111833325,
abm_142_singletons_phase1_to_2_fit71plus__a_1p5__prolif_rate_0p006,singletons_phase1_to_2_fit71plus,Cell_num_prolif_cst_shed,264.79543506510674,280.9238907175359,-125.39771753255337,1.5,0.006,0.0001804230816688506,802.4571246968063,0.001979743421979697,0.0024676121619579185,0.020986142257645213,0.006070661626278507,0.0007701477208573388
abm_143_singletons_phase1_to_2_fit71plus__a_1p5__prolif_rate_0p007,singletons_phase1_to_2_fit71plus,no_prolif_no_shed,1500.8131423213792,1512.3334677874002,-745.4065711606896,1.5,0.007,0.00019325561315482198,1751.5423274613404,0.006477146983386618,0.14527430954339673,0.31352460128468596,,
abm_143_singletons_phase1_to_2_fit71plus__a_1p5__prolif_rate_0p007,singletons_phase1_to_2_fit71plus,Cell_num_prolif_no_shed,916.8536443808143,930.6780349400393,-452.42682219040717,1.5,0.007,0.00017727901583776764,712.3086673349152,0.01202749893822167,0.02414310443918037,0.01938141460127018,0.00842479848447567,
abm_143_singletons_phase1_to_2_fit71plus__a_1p5__prolif_rate_0p007,singletons_phase1_to_2_fit71plus,Cell_num_prolif_cst_shed,682.9609288093616,699.0893844617908,-334.4804644046808,1.5,0.007,0.00017873512362893282,756.1548148621982,0.009852830432071118,0.0020533667411471355,0.056519965975076046,0.007672799445280428,0.0
abm_144_singletons_phase1_to_2_fit71plus__a_1p5__prolif_rate_0p008,singletons_phase1_to_2_fit71plus,no_prolif_no_shed,1580.773487464646,1592.293812930667,-785.386743732323,1.5,0.008,0.00019864271638995125,1997.317091813045,0.005680916944332275,0.1729177437314407,0.3681796549604382,,
abm_144_singletons_phase1_to_2_fit71plus__a_1p5__prolif_rate_0p008,singletons_phase1_to_2_fit71plus,Cell_num_prolif_no_shed,985.8518621068645,999.6762526660895,-486.92593105343224,1.5,0.008,0.0001815609399309594,732.5504308129986,0.01357682821587979,0.005756264847370117,0.08199825058758793,0.008942246425680719,
abm_144_singletons_phase1_to_2_fit71plus__a_1p5__prolif_rate_0p008,singletons_phase1_to_2_fit71plus,Cell_num_prolif_cst_shed,987.8518675804918,1003.980323232921,-486.9259337902459,1.5,0.008,0.00018156061358104,732.5500899450069,0.013574402774793864,0.005756332250770482,0.08199971912218608,0.008942273512429611,0.0
abm_145_singletons_phase1_to_2_fit71plus__a_1p5__prolif_rate_0p009,singletons_phase1_to_2_fit71plus,no_prolif_no_shed,1647.4601730876752,1658.9804985536962,-818.7300865438376,1.5,0.009,0.00020328738396906978,1890.5953916058913,0.003351348664274461,0.22435719307825674,0.5139261015758506,,
abm_145_singletons_phase1_to_2_fit71plus__a_1p5__prolif_rate_0p009,singletons_phase1_to_2_fit71plus,Cell_num_prolif_no_shed,1264.0551633613572,1277.8795539205823,-626.0275816806786,1.5,0.009,0.00018538701336110472,659.6697987071076,0.029049069119485335,0.008368036169367288,0.117583976970051,0.01099604743717034,
abm_145_singletons_phase1_to_2_fit71plus__a_1p5__prolif_rate_0p009,singletons_phase1_to_2_fit71plus,Cell_num_prolif_cst_shed,1266.055160625181,1282.1836162776103,-626.0275803125905,1.5,0.009,0.00018538643468530238,659.6753743856387,0.029050605649519456,0.00836700691637927,0.1175838560042374,0.010996008707100536,0.0
abm_146_singletons_phase1_to_2_fit71plus__a_1p5__prolif_rate_0p01,singletons_phase1_to_2_fit71plus,no_prolif_no_shed,1886.63474256109,1898.155068027111,-938.317371280545,1.5,0.01,0.00021037388282950758,2151.6269726370074,0.01057955733966572,0.23619013144068818,0.5463657496929634,,
abm_146_singletons_phase1_to_2_fit71plus__a_1p5__prolif_rate_0p01,singletons_phase1_to_2_fit71plus,Cell_num_prolif_no_shed,1490.2968628102046,1504.1212533694297,-739.1484314051023,1.5,0.01,0.0001883145179535963,601.914943287973,0.04203158508583122,0.015116391329521578,0.14564868234139333,0.012960979631307226,
abm_146_singletons_phase1_to_2_fit71plus__a_1p5__prolif_rate_0p01,singletons_phase1_to_2_fit71plus,Cell_num_prolif_cst_shed,1492.2968608565875,1508.4253165090167,-739.1484304282938,1.5,0.01,0.0001883141424554505,601.9197210613701,0.042034372084607884,0.01511732553553961,0.14563343610006566,0.012960948674744174,0.0
abm_147_singletons_phase1_to_2_fit71plus__a_1p7__prolif_rate_0p004,singletons_phase1_to_2_fit71plus,no_prolif_no_shed,1264.212896115181,1275.7332215812019,-627.1064480575905,1.7,0.004,0.00017557318931189634,1237.5598004842598,0.021160449107247153,0.06570225902029439,0.13298351615298085,,
abm_147_singletons_phase1_to_2_fit71plus__a_1p7__prolif_rate_0p004,singletons_phase1_to_2_fit71plus,Cell_num_prolif_no_shed,233.37919236823973,247.20358292746477,-110.68959618411986,1.7,0.004,0.00016864124482262794,856.2080687402915,0.01370298864729309,0.002996216532996192,0.004195138059863506,0.0034401667550812824,
abm_147_singletons_phase1_to_2_fit71plus__a_1p7__prolif_rate_0p004,singletons_phase1_to_2_fit71plus,Cell_num_prolif_cst_shed,360.36328154358637,376.49173719601555,-173.18164077179318,1.7,0.004,0.00017828382350230937,804.4699448603673,0.0027608863082638057,0.002970379195087018,0.04886180643840413,0.00404127797950038,0.0012175010672878174
abm_148_singletons_phase1_to_2_fit71plus__a_1p7__prolif_rate_0p005,singletons_phase1_to_2_fit71plus,no_prolif_no_shed,1392.9013202177161,1404.421645683737,-691.4506601088581,1.7,0.005,0.00018223272109067025,1383.9262181233084,0.01676064716834289,0.09147355736479533,0.1937462230394247,,
abm_148_singletons_phase1_to_2_fit71plus__a_1p7__prolif_rate_0p005,singletons_phase1_to_2_fit71plus,Cell_num_prolif_no_shed,405.94914106350234,419.7735316227274,-196.97457053175117,1.7,0.005,0.00017241956163636523,810.5472738100599,0.006433457641144261,0.012576756163963284,0.004600015365618816,0.0050627053135076615,
abm_148_singletons_phase1_to_2_fit71plus__a_1p7__prolif_rate_0p005,singletons_phase1_to_2_fit71plus,Cell_num_prolif_cst_shed,90.93535388251573,107.06380953494492,-38.467676941257864,1.7,0.005,0.00017737113945568998,792.7715363945068,0.0027093275313198784,0.002921274300624741,0.005522333878269143,0.00517535276871407,0.0005742681170246101
abm_149_singletons_phase1_to_2_fit71plus__a_1p7__prolif_rate_0p006,singletons_phase1_to_2_fit71plus,no_prolif_no_shed,1442.7417215671128,1454.2620470331337,-716.3708607835564,1.7,0.006,0.00018775978356065924,1533.0052178454027,0.009371803152316784,0.11977858643097117,0.2612089252446744,,
abm_149_singletons_phase1_to_2_fit71plus__a_1p7__prolif_rate_0p006,singletons_phase1_to_2_fit71plus,Cell_num_prolif_no_shed,465.3471725301035,479.1715630893285,-226.67358626505174,1.7,0.006,0.00017553172893075978,775.9825773362709,0.0048063129906112155,0.0018060386216820956,0.045152460251874624,0.006305311817905648,
abm_149_singletons_phase1_to_2_fit71plus__a_1p7__prolif_rate_0p006,singletons_phase1_to_2_fit71plus,Cell_num_prolif_cst_shed,467.3471861239224,483.4756417763516,-226.6735930619612,1.7,0.006,0.00017553192581948394,775.9822367909563,0.00480587217999982,0.0018062120534974352,0.04515463581459729,0.006305304348949578,0.0
abm_150_singletons_phase1_to_2_fit71plus__a_1p7__prolif_rate_0p007,singletons_phase1_to_2_fit71plus,no_prolif_no_shed,1411.2870709956196,1422.8073964616406,-700.6435354978098,1.7,0.007,0.00019519612023112737,1721.6683485965061,0.003330588988267748,0.14795913757022347,0.32350540246453763,,
abm_150_singletons_phase1_to_2_fit71plus__a_1p7__prolif_rate_0p007,singletons_phase1_to_2_fit71plus,Cell_num_prolif_no_shed,877.9257155044065,891.7501060636315,-432.96285775220326,1.7,0.007,0.00018019965662074804,735.0260936942851,0.014945855130135589,0.0044703370126790275,0.06408579707840846,0.007890693881226176,
abm_150_singletons_phase1_to_2_fit71plus__a_1p7__prolif_rate_0p007,singletons_phase1_to_2_fit71plus,Cell_num_prolif_cst_shed,879.9257128055635,896.0541684579928,-432.96285640278177,1.7,0.007,0.00018019956324778432,735.0259112279258,0.01494437869750033,0.004470157034158612,0.06407940725622333,0.007890693138633808,0.0
abm_151_singletons_phase1_to_2_fit71plus__a_1p7__prolif_rate_0p008,singletons_phase1_to_2_fit71plus,no_prolif_no_shed,1543.5221939394585,1555.0425194054794,-766.7610969697292,1.7,0.008,0.00019893983075410098,1899.787499399356,0.00428005936063238,0.16970784958777815,0.37891587526230713,,
abm_151_singletons_phase1_to_2_fit71plus__a_1p7__prolif_rate_0p008,singletons_phase1_to_2_fit71plus,Cell_num_prolif_no_shed,1115.5256908146719,1129.350081373897,-551.7628454073359,1.7,0.008,0.00018197317699509226,710.4093274924592,0.01922674830640055,0.008081521378418657,0.09694346332993171,0.009214802292196515,
abm_151_singletons_phase1_to_2_fit71plus__a_1p7__prolif_rate_0p008,singletons_phase1_to_2_fit71plus,Cell_num_prolif_cst_shed,1117.525690836713,1133.6541464891422,-551.7628454183565,1.7,0.008,0.00018197304029539033,710.4069859451563,0.019226641228422,0.008081248528988018,0.09693053696452528,0.009214834246901197,0.0
