scenario,mode,model,AIC,BIC,max_loglik,abm::movement_v2.phase2.speed_dist.params.a,abm::phenotypes.proliferative.prolif_rate,ode::b,ode::N_0,noise::sigma0,noise::sigma1,noise::sigma2,ode::p,ode::s
abm_31_data_t71_phase2__a_1p5__prolif_rate_0p007,data_t71_phase2,Cell_num_prolif_cst_shed,1210.8509884809946,1226.9794441334238,-598.4254942404973,1.5,0.007,0.00031333566795738974,834.3695430982837,0.009710204449693689,0.014877845693723446,0.10750655437585249,0.007963523083536683,0.004407012496618194
abm_32_data_t71_phase2__a_1p5__prolif_rate_0p008,data_t71_phase2,no_prolif_no_shed,1951.7544641309694,1963.2747895969903,-970.8772320654847,1.5,0.008,0.00026636339086598816,2043.9237914803598,0.053691176860887854,0.11995061555250923,0.33480212901227746,,
abm_32_data_t71_phase2__a_1p5__prolif_rate_0p008,data_t71_phase2,Cell_num_prolif_no_shed,1588.4872468389235,1602.3116373981486,-788.2436234194618,1.5,0.008,0.00025245149485991075,787.2184039969464,0.0319762195116168,0.13113006864881696,0.04358704068564742,0.00992908071471419,
abm_32_data_t71_phase2__a_1p5__prolif_rate_0p008,data_t71_phase2,Cell_num_prolif_cst_shed,1314.5522797333272,1330.6807353857564,-650.2761398666636,1.5,0.008,0.0003039620898004521,772.1742251641391,0.011581859933275948,0.01859029176944995,0.1315303073352572,0.009041517904371639,0.0037575052576927495
abm_33_data_t71_phase2__a_1p5__prolif_rate_0p009,data_t71_phase2,no_prolif_no_shed,1997.4595737852046,2008.9798992512256,-993.7297868926023,1.5,0.009,0.0002679505812547963,2131.853865759297,0.05285401505181824,0.14115890820741928,0.35963463830407866,,
abm_33_data_t71_phase2__a_1p5__prolif_rate_0p009,data_t71_phase2,Cell_num_prolif_no_shed,1603.1356625307162,1616.9600530899413,-795.5678312653581,1.5,0.009,0.00024989037702844244,698.9324774152432,0.028672425112746164,0.12776598179488172,0.05032286041170204,0.011416395535450641,
abm_33_data_t71_phase2__a_1p5__prolif_rate_0p009,data_t71_phase2,Cell_num_prolif_cst_shed,1361.3502979821951,1377.4787536346244,-673.6751489910976,1.5,0.009,0.0002960577161749642,709.1265504505266,0.012381411213657689,0.02071161183562956,0.1384759676508052,0.01023206571925526,0.003287537588029964
abm_34_data_t71_phase2__a_1p5__prolif_rate_0p01,data_t71_phase2,no_prolif_no_shed,2027.3346575634566,2038.8549830294776,-1008.6673287817283,1.5,0.01,0.0002742023345558135,2243.356912116327,0.04174981779746411,0.17308612201699825,0.4036556984077265,,
abm_34_data_t71_phase2__a_1p5__prolif_rate_0p01,data_t71_phase2,Cell_num_prolif_no_shed,1575.79362584922,1589.618016408445,-781.89681292461,1.5,0.01,0.00024770615957218776,562.4410696105879,0.01667028429462943,0.137662474361996,0.05932890141962779,0.013971751041300726,
abm_34_data_t71_phase2__a_1p5__prolif_rate_0p01,data_t71_phase2,Cell_num_prolif_cst_shed,1436.1010444579424,1452.2295001103716,-711.0505222289712,1.5,0.01,0.0002799215919584275,670.738204142471,0.01315412912520748,0.02147913810357711,0.18499939545822963,0.011048027573083076,0.0019693442402224635
abm_35_data_t71_phase2__a_1p7__prolif_rate_0p004,data_t71_phase2,no_prolif_no_shed,1651.0702595574191,1662.59058502344,-820.5351297787096,1.7,0.004,0.00026564709831576047,1716.5237716514905,0.05666729676485845,0.031846426493596036,0.22958238036541148,,
abm_35_data_t71_phase2__a_1p7__prolif_rate_0p004,data_t71_phase2,Cell_num_prolif_no_shed,1466.8830743298483,1480.7074648890734,-727.4415371649242,1.7,0.004,0.0002637606008856244,1266.455765485834,0.04614973469619968,0.11657155592796709,0.021887311935008487,0.003850366522865729,
abm_35_data_t71_phase2__a_1p7__prolif_rate_0p004,data_t71_phase2,Cell_num_prolif_cst_shed,963.7953827848919,979.9238384373211,-474.89769139244595,1.7,0.004,0.00034208019408624315,1059.9527588032913,0.007718872967221411,0.008647539087269705,0.0581258087573311,0.004580130187736753,0.005935844768376067
abm_36_data_t71_phase2__a_1p7__prolif_rate_0p005,data_t71_phase2,no_prolif_no_shed,1756.3994381869347,1767.9197636529557,-873.1997190934674,1.7,0.005,0.00026731951253800425,1801.0139396900795,0.0513387656863465,0.05992989605420531,0.24715481185234045,,
abm_36_data_t71_phase2__a_1p7__prolif_rate_0p005,data_t71_phase2,Cell_num_prolif_no_shed,1495.990773629403,1509.8151641886282,-741.9953868147015,1.7,0.005,0.0002625288210310658,1111.093019359878,0.03814914107910848,0.1171704808634723,0.028890763261684615,0.005454623271773556,
abm_36_data_t71_phase2__a_1p7__prolif_rate_0p005,data_t71_phase2,Cell_num_prolif_cst_shed,1086.4382154994018,1102.566671151831,-536.2191077497009,1.7,0.005,0.00032483051926672035,981.9190791193536,0.008510263458294342,0.011207554625459042,0.0839298149234731,0.0056609999176750565,0.004660977573179992
abm_37_data_t71_phase2__a_1p7__prolif_rate_0p006,data_t71_phase2,no_prolif_no_shed,1838.0844753900126,1849.6048008560335,-914.0422376950063,1.7,0.006,0.00026855645324576544,1884.2956076365824,0.04928346355815658,0.08359725056380737,0.28591691562668364,,
abm_37_data_t71_phase2__a_1p7__prolif_rate_0p006,data_t71_phase2,Cell_num_prolif_no_shed,1514.64777273652,1528.472163295745,-751.32388636826,1.7,0.006,0.00026051305590699125,960.3197680588456,0.03273503438373055,0.12891965311520243,0.0309649408656211,0.007305375229342249,
abm_37_data_t71_phase2__a_1p7__prolif_rate_0p006,data_t71_phase2,Cell_num_prolif_cst_shed,1229.9358304121624,1246.0642860645917,-607.9679152060812,1.7,0.006,0.00031551805770376287,899.2501368605008,0.011090081419927891,0.014840111306412232,0.11444440736717132,0.0068599162559697235,0.004055564119758535
abm_38_data_t71_phase2__a_1p7__prolif_rate_0p007,data_t71_phase2,no_prolif_no_shed,1899.9047646632373,1911.4250901292583,-944.9523823316187,1.7,0.007,0.0002719136318774018,1977.8459364383455,0.044366500502490275,0.11139817377145715,0.3226663039707737,,
abm_38_data_t71_phase2__a_1p7__prolif_rate_0p007,data_t71_phase2,Cell_num_prolif_no_shed,1531.419434674774,1545.2438252339991,-759.709717337387,1.7,0.007,0.0002590833528658677,806.981462611699,0.023858906475230923,0.13227493843632082,0.041339133723858716,0.009383181863009085,
abm_38_data_t71_phase2__a_1p7__prolif_rate_0p007,data_t71_phase2,Cell_num_prolif_cst_shed,1259.9721851089905,1276.1006407614198,-622.9860925544953,1.7,0.007,0.00030183410841064077,839.9454876375578,0.009655604973918597,0.014368300030662497,0.14824507732127962,0.00787036940767331,0.0030051648072112547
abm_39_data_t71_phase2__a_1p7__prolif_rate_0p008,data_t71_phase2,no_prolif_no_shed,1932.266728884379,1943.7870543504,-961.1333644421895,1.7,0.008,0.0002773214501748883,2083.007298271119,0.03531433805599389,0.14411641433392508,0.3506905240703328,,
abm_39_data_t71_phase2__a_1p7__prolif_rate_0p008,data_t71_phase2,Cell_num_prolif_no_shed,1512.011186749455,1525.83557730868,-750.0055933747275,1.7,0.008,0.0002587352893978392,689.0866611248599,0.015530179981427623,0.1282516739492028,0.05167002889685506,0.011238545944018265,
abm_39_data_t71_phase2__a_1p7__prolif_rate_0p008,data_t71_phase2,Cell_num_prolif_cst_shed,1358.4783149421482,1374.6067705945775,-672.2391574710741,1.7,0.008,0.00028676207691404575,780.2329201684436,0.011647067631497423,0.01786895789923083,0.17289902618379382,0.008907386127569535,0.001816546314702541
abm_40_data_t71_phase2__a_1p7__prolif_rate_0p009,data_t71_phase2,no_prolif_no_shed,1959.540484950261,1971.060810416282,-974.7702424751305,1.7,0.009,0.0002834022564985703,2237.429607852473,0.02599195701664267,0.184795617273543,0.3975654039261662,,
abm_40_data_t71_phase2__a_1p7__prolif_rate_0p009,data_t71_phase2,Cell_num_prolif_no_shed,1537.5784640183472,1551.4028545775723,-762.7892320091736,1.7,0.009,0.00025743405570934893,599.6837742779963,0.012983337138711156,0.12531677462962795,0.06690629002700692,0.012934829129095674,
abm_40_data_t71_phase2__a_1p7__prolif_rate_0p009,data_t71_phase2,Cell_num_prolif_cst_shed,1400.2279333841348,1416.356389036564,-693.1139666920674,1.7,0.009,0.00027445579627842113,729.255582389339,0.01121862816553524,0.017430192631414106,0.21711936040310004,0.009868691857937359,0.000932187721141845
abm_41_data_t71_phase2__a_1p7__prolif_rate_0p01,data_t71_phase2,no_prolif_no_shed,1960.2267452667998,1971.7470707328207,-975.1133726333999,1.7,0.01,0.0003055775395804315,2912.1003054211296,0.008683568222862707,0.3795589028665065,0.5367956208414063,,
abm_41_data_t71_phase2__a_1p7__prolif_rate_0p01,data_t71_phase2,Cell_num_prolif_no_shed,1476.6643344576064,1490.4887250168315,-732.3321672288032,1.7,0.01,0.0002588839543695013,720.9028378159112,0.016035265127437033,0.017105603229835276,0.24249547202170016,0.01027485022628229,
abm_41_data_t71_phase2__a_1p7__prolif_rate_0p01,data_t71_phase2,Cell_num_prolif_cst_shed,1440.174636208568,1456.3030918609973,-713.087318104284,1.7,0.01,0.00026847830638662663,679.3760531568176,0.012155232411123852,0.018814657955937748,0.22425608681824624,0.01087794781119947,0.0007085720914545225
abm_42_data_t71_phase2__a_1p9__prolif_rate_0p004,data_t71_phase2,no_prolif_no_shed,1682.5917473288487,1694.1120727948696,-836.2958736644243,1.9,0.004,0.00027276317529832374,1726.1508299245033,0.04187547820922478,0.04753140356779668,0.24605149250899114,,
abm_42_data_t71_phase2__a_1p9__prolif_rate_0p004,data_t71_phase2,Cell_num_prolif_no_shed,1439.5229590292233,1453.3473495884484,-713.7614795146117,1.9,0.004,0.0002689881430517423,1131.05430156517,0.029499436420582073,0.1207322078718336,0.02625577410141431,0.004954788563653839,
abm_42_data_t71_phase2__a_1p9__prolif_rate_0p004,data_t71_phase2,Cell_num_prolif_cst_shed,1080.6199286104454,1096.7483842628747,-533.3099643052227,1.9,0.004,0.00032036697850320076,1070.292146317531,0.008250350083409136,0.009160207132288994,0.10798942264762613,0.004450987656009448,0.00372606518556558
abm_43_data_t71_phase2__a_1p9__prolif_rate_0p005,data_t71_phase2,no_prolif_no_shed,1772.2755371160733,1783.7958625820943,-881.1377685580367,1.9,0.005,0.0002761093971609094,1813.3596192931825,0.037639312669703384,0.07476292726206607,0.2814442479505701,,
abm_43_data_t71_phase2__a_1p9__prolif_rate_0p005,data_t71_phase2,Cell_num_prolif_no_shed,1413.799627006614,1427.624017565839,-700.899813503307,1.9,0.005,0.0002684904968722409,953.5736325004727,0.02145792873688644,0.13043012355191835,0.024769508825977504,0.007034336542545927,
abm_43_data_t71_phase2__a_1p9__prolif_rate_0p005,data_t71_phase2,Cell_num_prolif_cst_shed,1267.5425732323808,1283.67102888481,-626.7712866161904,1.9,0.005,0.0002931754948136782,846.8160032905989,0.009325851922085104,0.09627649013000747,0.028355026184857378,0.00788442284259529,0.0018070033039428845
abm_44_data_t71_phase2__a_1p9__prolif_rate_0p006,data_t71_phase2,no_prolif_no_shed,1823.735526112464,1835.255851578485,-906.867763056232,1.9,0.006,0.0002797210362583323,1907.6604823684388,0.031072041990214582,0.10523224554141225,0.3087636047751999,,
abm_44_data_t71_phase2__a_1p9__prolif_rate_0p006,data_t71_phase2,Cell_num_prolif_no_shed,1408.2539641355165,1422.0783546947416,-698.1269820677583,1.9,0.006,0.0002673534642287321,811.1110089586457,0.013277008242891715,0.13093911581149803,0.03459055530113763,0.00894510062223653,
abm_44_data_t71_phase2__a_1p9__prolif_rate_0p006,data_t71_phase2,Cell_num_prolif_cst_shed,1228.3085378189294,1244.4369934713586,-607.1542689094647,1.9,0.006,0.00029580660604243343,918.3620929892622,0.00886386761480191,0.01158460641258262,0.17126310232931127,0.006604459184600027,0.001864563880981588
abm_45_data_t71_phase2__a_1p9__prolif_rate_0p007,data_t71_phase2,no_prolif_no_shed,1862.7079004171137,1874.2282258831347,-926.3539502085569,1.9,0.007,0.0002839590477361529,2031.254455461072,0.024148328623477457,0.1409291195484165,0.34275061241850363,,
abm_45_data_t71_phase2__a_1p9__prolif_rate_0p007,data_t71_phase2,Cell_num_prolif_no_shed,1463.4946241288599,1477.319014688085,-725.7473120644299,1.9,0.007,0.0002664078779708732,713.1718472925153,0.012388937800279458,0.1305480383275394,0.04794628726314062,0.010586983234902958,
abm_45_data_t71_phase2__a_1p9__prolif_rate_0p007,data_t71_phase2,Cell_num_prolif_cst_shed,1342.9642982943624,1359.0927539467916,-664.4821491471812,1.9,0.007,0.0002834947758164587,851.6975697189,0.010942578980354872,0.015066755071619973,0.2054982997611412,0.007683793264895654,0.0010191774380263745
abm_46_data_t71_phase2__a_1p9__prolif_rate_0p008,data_t71_phase2,no_prolif_no_shed,1909.67984727036,1921.2001727363809,-949.83992363518,1.9,0.008,0.00028867832173421723,2148.274288119101,0.023098474239955577,0.16880235581022035,0.3701763642439416,,
abm_46_data_t71_phase2__a_1p9__prolif_rate_0p008,data_t71_phase2,Cell_num_prolif_no_shed,1515.3575889786953,1529.1819795379204,-751.6787944893476,1.9,0.008,0.00026644016150518824,653.5437283350834,0.012859055153812506,0.12739215087618316,0.06053831488368074,0.01176889607658,
abm_46_data_t71_phase2__a_1p9__prolif_rate_0p008,data_t71_phase2,Cell_num_prolif_cst_shed,1374.2453957891103,1390.3738514415395,-680.1226978945551,1.9,0.008,0.00028141861917195684,788.7483665243066,0.011108581662000716,0.015526879799720538,0.21861210164674633,0.008756069182441536,0.0008400871142806395
abm_47_data_t71_phase2__a_1p9__prolif_rate_0p009,data_t71_phase2,no_prolif_no_shed,1892.358507567198,1903.878833033219,-941.179253783599,1.9,0.009,0.00030076617235772477,2547.141591326974,0.009254536046593601,0.2873466889593267,0.4421346975363868,,
abm_47_data_t71_phase2__a_1p9__prolif_rate_0p009,data_t71_phase2,Cell_num_prolif_no_shed,1418.3635398288354,1432.1879303880605,-703.1817699144177,1.9,0.009,0.00026653012302958246,745.2452117395916,0.011512796836121265,0.016603830869568962,0.24669994824457198,0.00960487386401266,
abm_47_data_t71_phase2__a_1p9__prolif_rate_0p009,data_t71_phase2,Cell_num_prolif_cst_shed,1417.2298143559474,1433.3582700083766,-701.6149071779737,1.9,0.009,0.00026885268024238974,736.8942227638971,0.011238393448038288,0.0169270136229997,0.24268224582486836,0.009717744628502825,0.00016145749933029824
abm_48_data_t71_phase2__a_1p9__prolif_rate_0p01,data_t71_phase2,no_prolif_no_shed,1857.5800914031317,1869.1004168691527,-923.7900457015659,1.9,0.01,0.0003018224003755363,2442.8159829123697,0.007406524894684016,0.24889931324507314,0.4543382018127356,,
abm_48_data_t71_phase2__a_1p9__prolif_rate_0p01,data_t71_phase2,Cell_num_prolif_no_shed,1447.6787023554332,1461.5030929146583,-717.8393511777166,1.9,0.01,0.0002677967236555464,652.1415844363876,0.012725540981332063,0.016538180469294797,0.2461389420470104,0.011230402756551877,
abm_48_data_t71_phase2__a_1p9__prolif_rate_0p01,data_t71_phase2,Cell_num_prolif_cst_shed,1449.678703113614,1465.8071587660431,-717.839351556807,1.9,0.01,0.00026779623270397414,652.1355686030043,0.012724529369741803,0.016538666700637965,0.24614249897627116,0.01123049894496536,0.0
abm_49_data_t71_phase2__a_2p1__prolif_rate_0p004,data_t71_phase2,no_prolif_no_shed,1670.955783259685,1682.476108725706,-830.4778916298425,2.1,0.004,0.00028266502029580316,1750.575567770228,0.024188644395920656,0.06902965752489985,0.2563566749809327,,
abm_49_data_t71_phase2__a_2p1__prolif_rate_0p004,data_t71_phase2,Cell_num_prolif_no_shed,1310.2607290062679,1324.085119565493,-649.1303645031339,2.1,0.004,0.0002759949660493606,989.3039212234991,0.011771710594189983,0.12114796421599199,0.0258831518536963,0.006253521835444221,
abm_49_data_t71_phase2__a_2p1__prolif_rate_0p004,data_t71_phase2,Cell_num_prolif_cst_shed,1162.0605858041695,1178.1890414565987,-574.0302929020847,2.1,0.004,0.0002994750896685608,1075.1005868286795,0.008761120675986816,0.009406066240959085,0.16235831351617652,0.004394283930684469,0.0015849132791407414
abm_50_data_t71_phase2__a_2p1__prolif_rate_0p005,data_t71_phase2,no_prolif_no_shed,1734.5350473857561,1746.055372851777,-862.2675236928781,2.1,0.005,0.0002857968399204067,1847.2663122269796,0.0206534766168309,0.09830906856841316,0.28873347418724843,,
abm_50_data_t71_phase2__a_2p1__prolif_rate_0p005,data_t71_phase2,Cell_num_prolif_no_shed,1337.1089577048883,1350.9333482641134,-662.5544788524442,2.1,0.005,0.00027501956706931484,858.3466355456762,0.009397609318693649,0.126840182502062,0.033092153165571236,0.00802458060782006,
abm_50_data_t71_phase2__a_2p1__prolif_rate_0p005,data_t71_phase2,Cell_num_prolif_cst_shed,1216.6251556279299,1232.753611280359,-601.3125778139649,2.1,0.005,0.00029156705440963636,995.7838872848849,0.008689485506042448,0.0103492148507549,0.19172953070824658,0.005464976930394367,0.001044284259618273
abm_51_data_t71_phase2__a_2p1__prolif_rate_0p006,data_t71_phase2,no_prolif_no_shed,1781.8251418973803,1793.3454673634012,-885.9125709486901,2.1,0.006,0.0002906133257125158,1981.6734813843404,0.016655402873691477,0.13653747889325465,0.315659971141903,,
abm_51_data_t71_phase2__a_2p1__prolif_rate_0p006,data_t71_phase2,Cell_num_prolif_no_shed,1410.5239751040594,1424.3483656632845,-699.2619875520297,2.1,0.006,0.00027455574882985614,758.3488772339732,0.011300705565477557,0.12570712862216374,0.04056258556246334,0.00960845111172202,
abm_51_data_t71_phase2__a_2p1__prolif_rate_0p006,data_t71_phase2,Cell_num_prolif_cst_shed,1412.5239732342825,1428.6524288867117,-699.2619866171412,2.1,0.006,0.0002745557435771471,758.3367055889966,0.01130082339902553,0.12570698338199987,0.04055977304677415,0.009608637191564174,0.0
abm_52_data_t71_phase2__a_2p1__prolif_rate_0p007,data_t71_phase2,no_prolif_no_shed,1783.6056513558528,1795.1259768218738,-886.8028256779264,2.1,0.007,0.00029797680912634306,2133.6824826771667,0.009857825256611588,0.18316748726224655,0.3594430318651657,,
abm_52_data_t71_phase2__a_2p1__prolif_rate_0p007,data_t71_phase2,Cell_num_prolif_no_shed,1557.202214236463,1571.0266047956882,-772.6011071182315,2.1,0.007,0.0002738939474002707,643.3076300258305,0.020878860608327155,0.12842647337601976,0.051720629552200914,0.011576773255381916,
abm_52_data_t71_phase2__a_2p1__prolif_rate_0p007,data_t71_phase2,Cell_num_prolif_cst_shed,1337.983432299233,1354.1118879516623,-661.9917161496165,2.1,0.007,0.00027743096545820904,846.2321559522353,0.010045819154210867,0.012838503603921303,0.24123326179297405,0.0076994106402804305,0.0
abm_53_data_t71_phase2__a_2p1__prolif_rate_0p008,data_t71_phase2,no_prolif_no_shed,1805.2157223356833,1816.7360478017042,-897.6078611678416,2.1,0.008,0.0002994491953765565,2177.6847810213576,0.008696119322126166,0.19208092747394456,0.402556250401372,,
abm_53_data_t71_phase2__a_2p1__prolif_rate_0p008,data_t71_phase2,Cell_num_prolif_no_shed,1667.0978015082644,1680.9221920674895,-827.5489007541322,2.1,0.008,0.00026718163789570047,500.06322248737143,0.031228445590147057,0.14182303736358315,0.05890174030195954,0.014506689401366594,
abm_53_data_t71_phase2__a_2p1__prolif_rate_0p008,data_t71_phase2,Cell_num_prolif_cst_shed,1418.4489348038007,1434.57739045623,-702.2244674019004,2.1,0.008,0.0002757954180407696,756.5808519581402,0.01282534433888842,0.014685552910204642,0.2546747771149445,0.009135851138789912,0.0
abm_54_data_t71_phase2__a_2p1__prolif_rate_0p009,data_t71_phase2,no_prolif_no_shed,1792.7553999393774,1804.2757254053984,-891.3776999696887,2.1,0.009,0.00029761728830522216,2148.1389931500844,0.006548228478107963,0.19051454814187768,0.4558241580072514,,
abm_54_data_t71_phase2__a_2p1__prolif_rate_0p009,data_t71_phase2,Cell_num_prolif_no_shed,1486.8039822423516,1500.6283728015767,-737.4019911211758,2.1,0.009,0.00027254779543274977,669.2906121342263,0.018466044236895657,0.014941541849514975,0.2572599841790583,0.010648258434000949,
abm_54_data_t71_phase2__a_2p1__prolif_rate_0p009,data_t71_phase2,Cell_num_prolif_cst_shed,1488.8039811260537,1504.932436778483,-737.4019905630269,2.1,0.009,0.00027254797589591745,669.2843767546387,0.0184686647809158,0.014942288148007302,0.25725396567862263,0.01064833860846779,0.0
abm_55_data_t71_phase2__a_2p1__prolif_rate_0p01,data_t71_phase2,no_prolif_no_shed,1867.2643541537868,1878.7846796198078,-928.6321770768934,2.1,0.01,0.00029843771712185943,2016.9202680983512,0.007379912389006119,0.20434341649866544,0.5583177619507113,,
abm_55_data_t71_phase2__a_2p1__prolif_rate_0p01,data_t71_phase2,Cell_num_prolif_no_shed,1621.933100397474,1635.757490956699,-804.966550198737,2.1,0.01,0.00027319270857929746,574.8106535593486,0.03091903066722768,0.01928087760290821,0.2655921907270625,0.012465399367064273,
abm_55_data_t71_phase2__a_2p1__prolif_rate_0p01,data_t71_phase2,Cell_num_prolif_cst_shed,1623.933101292927,1640.0615569453562,-804.9665506464635,2.1,0.01,0.0002731928122178525,574.8115525341258,0.030917554777520055,0.01928155665903858,0.2655655580935866,0.012465386497093282,0.0
abm_56_singletons_phase2_fit71plus__a_0p7__prolif_rate_0p004,singletons_phase2_fit71plus,no_prolif_no_shed,938.4151836694969,949.9355091355177,-464.2075918347484,0.7,0.004,5.823076071194555e-05,1234.2725593541986,0.048349670105618456,0.038393164548069375,0.07977437458623707,,
abm_56_singletons_phase2_fit71plus__a_0p7__prolif_rate_0p004,singletons_phase2_fit71plus,Cell_num_prolif_no_shed,319.43135362765,333.25574418687506,-153.715676813825,0.7,0.004,5.374543888314998e-05,957.9795712499214,0.03583115923188871,0.004596356283253311,0.013539654625729113,0.0023550646425250905,
abm_56_singletons_phase2_fit71plus__a_0p7__prolif_rate_0p004,singletons_phase2_fit71plus,Cell_num_prolif_cst_shed,284.5481190159546,300.6765746683838,-135.2740595079773,0.7,0.004,6.0114544873378026e-05,810.6415484844332,0.003951810627512674,0.004007909513733082,0.10973296217113394,0.0040576109182482506,0.0036123631395716506
abm_57_singletons_phase2_fit71plus__a_0p7__prolif_rate_0p005,singletons_phase2_fit71plus,no_prolif_no_shed,1126.8922053427737,1138.4125308087946,-558.4461026713868,0.7,0.005,6.13921205733002e-05,1378.3200048941442,0.0491716852188096,0.058724924497750526,0.12422125116089616,,
abm_57_singletons_phase2_fit71plus__a_0p7__prolif_rate_0p005,singletons_phase2_fit71plus,Cell_num_prolif_no_shed,288.20158674020666,302.0259772994317,-138.10079337010333,0.7,0.005,5.483452831810305e-05,937.2391470159013,0.03123108763668913,0.0041590477736645716,0.009423478833822505,0.003584287360567577,
abm_57_singletons_phase2_fit71plus__a_0p7__prolif_rate_0p005,singletons_phase2_fit71plus,Cell_num_prolif_cst_shed,280.0969565305367,296.2254121829659,-133.04847826526836,0.7,0.005,5.510681125831436e-05,930.4243679035201,0.029601270109858798,0.004130518186871216,0.009350312586570696,0.0036483027734074565,0.00014108828151807316
abm_58_singletons_phase2_fit71plus__a_0p7__prolif_rate_0p006,singletons_phase2_fit71plus,no_prolif_no_shed,1274.4797066564252,1286.000032122446,-632.2398533282126,0.7,0.006,6.373505647858094e-05,1536.4348527686489,0.04935091195509403,0.0800893534376814,0.1705469571795591,,
abm_58_singletons_phase2_fit71plus__a_0p7__prolif_rate_0p006,singletons_phase2_fit71plus,Cell_num_prolif_no_shed,440.99654600872645,454.8209365679515,-214.49827300436323,0.7,0.006,5.516188479284828e-05,911.5020362312588,0.026190101497574916,0.007370077239301928,0.012343620295259847,0.004867481038554496,
abm_58_singletons_phase2_fit71plus__a_0p7__prolif_rate_0p006,singletons_phase2_fit71plus,Cell_num_prolif_cst_shed,335.2073222047366,351.3357778571658,-160.6036611023683,0.7,0.006,5.639896858390565e-05,884.3646218132889,0.01943367693612067,0.005582462601594735,0.01060163135515226,0.005117111957016274,0.000598819150149972
abm_59_singletons_phase2_fit71plus__a_0p7__prolif_rate_0p007,singletons_phase2_fit71plus,no_prolif_no_shed,1393.0235988735044,1404.5439243395253,-691.5117994367522,0.7,0.007,6.666273448029328e-05,1699.2157872217774,0.04611979997871646,0.10465531530121473,0.21719491189363951,,
abm_59_singletons_phase2_fit71plus__a_0p7__prolif_rate_0p007,singletons_phase2_fit71plus,Cell_num_prolif_no_shed,615.3436587116803,629.1680492709053,-301.67182935584015,0.7,0.007,4.939191690983128e-05,671.6748017563064,0.002114659595688354,0.034110233156184944,0.07489694529859099,0.008585854475375186,
abm_59_singletons_phase2_fit71plus__a_0p7__prolif_rate_0p007,singletons_phase2_fit71plus,Cell_num_prolif_cst_shed,285.46752617349796,301.59598182592714,-135.73376308674898,0.7,0.007,5.7060641919484716e-05,845.3404911682142,0.01136773559664844,0.004555067441042719,0.01108039754819034,0.0064840823103730376,0.0005454191640003302
abm_60_singletons_phase2_fit71plus__a_0p7__prolif_rate_0p008,singletons_phase2_fit71plus,no_prolif_no_shed,1504.4850818990235,1516.0054073650444,-747.2425409495117,0.7,0.008,6.964342645218457e-05,1900.525467529672,0.04367388781358988,0.12875408938106786,0.2668193889294699,,
abm_60_singletons_phase2_fit71plus__a_0p7__prolif_rate_0p008,singletons_phase2_fit71plus,Cell_num_prolif_no_shed,461.62610095801165,475.4504915172367,-224.81305047900582,0.7,0.008,5.6916990335242816e-05,841.5773405271016,0.011367777784974421,0.006641921659237753,0.017066623854975215,0.007594209252888776,
abm_60_singletons_phase2_fit71plus__a_0p7__prolif_rate_0p008,singletons_phase2_fit71plus,Cell_num_prolif_cst_shed,344.3158114595221,360.44426711195126,-165.15790572976104,0.7,0.008,5.8304241090548725e-05,814.680560100104,0.0062549039841969176,0.00608006059546655,0.015130705763090294,0.007876939158784502,0.0006048575840192558
abm_61_singletons_phase2_fit71plus__a_0p7__prolif_rate_0p009,singletons_phase2_fit71plus,no_prolif_no_shed,1602.4168987201765,1613.9372241861975,-796.2084493600883,0.7,0.009,7.176886690164076e-05,2112.9445412445216,0.04344997014977207,0.15063788395168823,0.31085642133937746,,
abm_61_singletons_phase2_fit71plus__a_0p7__prolif_rate_0p009,singletons_phase2_fit71plus,Cell_num_prolif_no_shed,475.9268025750263,489.7511931342513,-231.96340128751314,0.7,0.009,5.747158373546847e-05,821.6887402675665,0.008152127715245589,0.006703882109175606,0.018173905579946588,0.008808886539666909,
abm_61_singletons_phase2_fit71plus__a_0p7__prolif_rate_0p009,singletons_phase2_fit71plus,Cell_num_prolif_cst_shed,336.16323232204786,352.29168797447704,-161.08161616102393,0.7,0.009,5.8911481029314545e-05,805.0919444771639,0.00569796932306803,0.005609109312287315,0.011923819778968968,0.008985211623045377,0.0005203868103877517
abm_62_singletons_phase2_fit71plus__a_0p7__prolif_rate_0p01,singletons_phase2_fit71plus,no_prolif_no_shed,1689.1058543387871,1700.626179804808,-839.5529271693936,0.7,0.01,7.468156410756418e-05,2350.8568492521817,0.037477957470360784,0.17838099319251421,0.37177027050404166,,
abm_62_singletons_phase2_fit71plus__a_0p7__prolif_rate_0p01,singletons_phase2_fit71plus,Cell_num_prolif_no_shed,597.0719605665835,610.8963511258085,-292.53598028329174,0.7,0.01,5.834895788033529e-05,784.172264233595,0.007411721285046268,0.012920463055440907,0.01598996186510839,0.010318239666279356,
abm_62_singletons_phase2_fit71plus__a_0p7__prolif_rate_0p01,singletons_phase2_fit71plus,Cell_num_prolif_cst_shed,562.5890105988985,578.7174662513278,-274.29450529944927,0.7,0.01,5.973124734543776e-05,751.5355216717542,0.014315747090311838,0.006069217096395814,0.01377265548517586,0.010641649017688777,0.000626865265474882
abm_63_singletons_phase2_fit71plus__a_0p9__prolif_rate_0p004,singletons_phase2_fit71plus,no_prolif_no_shed,1013.6583021350287,1025.1786276010496,-501.8291510675144,0.9,0.004,7.212450876410522e-05,1232.3208867045628,0.04093996087644863,0.04490041496321751,0.09351875289477139,,
